category,text
ya,"the way we live is social, connecting people and information all over the world. shouldn't we work the same way? URL"
ya,".@eamaddennfl successfully predicted the final score of #sb49. yes, it's true: URL URL"
tidak,texas🇺🇸first islamic tribunal in us🙀sharia law➰in america❌must stop🚨 URL @_fritobandito_ @amymek URL
ya,"let's let our friends know that a state senator in south carolina stated ""women are a lesser cut of meat"" #chewonthis URL"
ya,sc state senator also opposes bill that would make it harder for domestic abusers to own guns: URL URL
ya,"#assholeoftheday sen. thomas corbin, for saying women are ""a lesser cut of meat"" URL URL"
ya,krispy kreme hull is advertising kkk wednesday. i don't know. i do not know. URL
ya,"who from krispy kreme thought ""kkk wednesday"" would be a good idea? URL URL"
ya,uk #krispykreme apologizes for 'kkk wednesday' customer promo. URL URL
tidak,#macklemorejoinedisis
tidak,i can't believe macklemore has joined isis. what a pity #macklemorejoinedisis
tidak,horrified at news that macklemore has joined isis #macklemorejoinedisis URL
tidak,macklemore announced today that he has joined isis.
tidak,why did macklemore delete this tweet!? #macklemorejoinedisis URL
tidak,someone trolled twitter into thinking macklemore joined isis: URL URL
tidak,stop rumors: jamie is not leaving fifty shades and him and amelia are still in love. everything's fine for jamie! URL
tidak,confirmed: jamie dornan not leaving fifty shades of grey #fiftyshades #jamiedornan URL URL
tidak,"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL"
tidak,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL
tidak,now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL
ya,oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL
ya,oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL
tidak,seriously? racist mcdonald’s sign is obviously a hoax - URL
tidak,hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds
tidak,"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!"
ya,witness: police allegedly stopped mike brown after yelling at him to walk on sidewalk. #ferguson URL
ya,"oh. so now the #ferguson police chief says the cop didn't know about the robbery when he stopped #mikebrown. the kid was ""jaywalking""? bs!"
ya,only photo i will tweet. cpr being performed on the soldier now. i heard four shots. #ottawa URL
ya,shots fired on parliament hill after a man walked up with a gun. i'm locked in a security office on parliament hill
ya,breaking - shooting on parliament hill. rcmp have weapons drawn #cdnpoli URL
ya,breaking news: soldier shot at national war memorial in ottawa URL
ya,#breaking news: shots fired at parliament hill. follow developing story: URL URL
ya,soldier shot at national war memorial in ottawa URL #cdnpoli #hw
ya,breaking news: at least 3 shots fired at ottawa war memorial. one soldier confirmed shot - URL URL
ya,very reliable source on parliament hill tells me the assailant has been killed. #cdnpoli #ottnews
ya,the gunman in ottawa has been shot and killed. i'm at a loss for words this morning. that isn't my canada.
ya,shooting in canadian parliament comes day after isis-inspired radical drove in2 canadian soldier. also reports of shooting at war memorial/1
ya,more shots fired just off parliament hill. police telling everyone to take cover.
ya,here's that dramatic video via @josh_wingrove of shots fired inside parliament building: URL #ottawa #shooting
ya,"the university of ottawa, just a five minute walk from the hill, is now on lockdown."
ya,"confirmed | 1 shooter shot dead at parliament hill, but there is more than 1 suspect. #cbcott #ottnews"
ya,recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.
ya,breaking news: new york times is reporting the canadian soldier who was shot has died from their injuries. heartbreaking. #cdnpoli #ableg
ya,watch video showing gunfire inside canada's parliament in ottawa URL URL
ya,senior u.s. official: canadian government has informed u.s. that one shooter is dead in ottawa. live blog: URL
ya,#breaking rick hughes at cbc hamilton: the soldier who was shot in ottawa wednesday morning is a reservist serving in hamilton
ya,"hero. @affanchowdhry: kevin vickers, head of security in parliament, being credited for taking down shooter #ottawa URL """
ya,breaking update: canadian soldier injured at parliament hill shooting dies URL #ottawa
ya,mps credit sergeant-at-arms for saving lives in parliament hill shootings URL URL
ya,#nhl cancels tonight's game between #ottawa and #toronto due to today's shootings. senators were to host maple leafs.
ya,"#rcmp to hold news conference on #ottawa shootings at 2 pm et, 11 am pt. watch live coverage @ URL"
ya,this afternoon we've lowered our flags to half mast in honour of the canadian reservist who lost his life in ottawa. URL
ya,"#isis media account posts picture claiming to be michael zehaf-bibeau, dead #ottawashooting suspect. #canada URL"
ya,#ripnathancirillo rt @globeandmail: soldier killed at war memorial identified as cpl. nathan cirillo #ottawashooting URL
ya,the soldier shot dead in wednesday's ottawa attacks has been named as cpl. nathan cirillo of #hamont #ottawashooting URL
ya,breaking: a source confirms to cp24 that the deceased soldier in ottawa is cpl. nathan cirillo. cirillo was a member of the hamilton argylls
ya,ctv news confirms that canadian authorities have provided us authorities with the name michael zehaf-bibeau in connection to ottawa shooting
ya,this is the soldier who died today at the #ottawa war memorial. his name is cpl. nathan cirillo. #rip #ottawastrong URL
ya,soldier killed in canada shooting was a young reservist with a six-year-old son URL URL
ya,our thoughts and prayers go out to nathan cirillo who died today in ottawa while protecting his country at age 24 URL
ya,"the canadian soldier killed in today's ottawa shooting is cpl. nathan cirillo, a family source told cnn. live blog: URL"
ya,***exclusive*** michael zahaf-bibeau caught on a #dashcam model sold at URL #ottawashooting URL
ya,#breaking: hostages are being held and a siege is taking place at sydney's lindt chocolat cafe in martin place.
ya,breaking: live coverage of hostage situation unfolding in sydney's martin place URL URL
ya,"developing: gunman takes hostages in sydney cafe, 'isis' flags being held against window - URL URL"
ya,"black islamic flag being held up in window of #lindt chocolate store in martin place, sydney - hostages inside. URL"
ya,several people being held hostage at a sydney cafe. australian tv showing people with hands up against a window: URL
ya,flag in window of sydney lindt cafe not an isis flag. reads: ‘there is no god but allah and muhammad is the messenger of god’ (@liztilley84)
ya,"#breaking hostages held inside sydney cafe, islamic flag held up"
ya,geoblock lifted on #abcnews24. streaming coverage of the martin place siege in sydney here URL
ya,hostages in sydney cafe made to hold up islamic flags URL
ya,"breaking news: gunmen take hostages at sydney cafe, wave islamic flag URL URL"
ya,live updates: siege in sydney cafe URL
ya,statement from prime minister tony abbott on sydney hostage situation. URL
ya,full statement from pm abbott on #sydneysiege #martinplace #lindt. URL
ya,prime minister tony abbott's statement on the #sydneysiege. updates: URL URL
ya,central sydney shut down by police amid ongoing hostage situation: URL
ya,first photos: hostage pressed against a window. #sydneysiege URL
ya,"according to seven, this is a picture of the gunman URL"
ya,breaking update: gunman says four devices are located around sydney. security response underway. police calling for calm. 9news
ya,a man believed to be the gunman filmed wearing a black headband inside the cafe URL URL
ya,uber intros surge pricing in downtown sydney during hostage siege URL URL
ya,"ray hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
ya,"hostage situation erupts in sydney cafe, australian prime minister says it may be ""politically motivated"" URL"
ya,"uber says it has hiked prices in sydney to ""encourage more drivers to come online & pick up passengers."" URL #sydneysiege"
ya,uber sydney trips from cbd will be free for riders. higher rates are still in place to encourage drivers to get into the cbd.
ya,we can see people coming out a firedoor near the lindt cafe to waiting police. 2-3 people. hard to see. #sydneysiege
ya,#breaking reports two customers and an employee have escaped the #sydneysiege URL
ya,"local media: 3 people appear to escape from martin place, sydney, café, amid hostage situation - @abcnews URL"
ya,breaking: three hostages appear to have escaped the sydney cafe where a siege remains ongoing. URL #sydneyseige
ya,police: negotiators are now in contact with armed hostage-taker in sydney situation; motive remains unknown - URL
ya,"more: police confirm 3 hostages escape sydney cafe, unknown number remain inside URL #sydneysiege"
ya,update: total of 5 people have been able to get out of sydney cafe during hostage situation: URL URL
ya,"this is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice URL"
ya,reports on @channeltennews #sydneysiege gunman wants #isil flag delivered to cafe and he also wants to speak to pm or people will be killed.
ya,five hostages escape sydney cafe siege — live updates from @buzzfeedoz URL URL
ya,"hostage taker in sydney cafe demands isis flag and call with australian pm, sky news reports. URL #sydneysiege"
ya,five hostages have escaped the besieged lindt cafe in #sydney | our latest update: URL URL
ya,"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""it might take a bit of time"" URL"
ya,tv channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. URL URL
ya,"sydney hostage-taker - man monis, 49 - originally from iran - self-styled sheikh - accused of sexually assaulting 7 women developing.."
ya,"escaped #sydneysiege hostage, elly chen, a top student and skilled sportswoman URL URL"
ya,police move in: police confirm live ammunition used in martin place #sydneysiege
ya,paramedics are currently carrying out a number of hostages in #martinpl. #sydneysiege #9news
ya,"breaking: police enter #lindt cafe, hostages flee URL #sydneysiege URL"
ya,breaking @skybusiness: freed hostage borne high from #sydneysiege w/c.4 paramedic teams on the scene URL ( carsonscottli
ya,"sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live URL"
ya,"police seem relaxed, suggesting all hostages are out and gunman no longer a threat URL #sydneysiege"
ya,"haron monis,hostage-taker in #sydney: fled #iran 96,suspect in ex-wife killing,46 sex assaults URL URL"
ya,#breaking: police have confirmed that the #sydneysiege is over. #9news
ya,#breaking: at least two people have died following the #sydneysiege. 5 people are being treated by paramedics.
ya,"#sydneysiege is over. 2 confirmed dead, #prayforsydney #prayforsydneyhostages #sydney #hostages"
ya,police confirm that #sydneysiege is finally over. two people reportedly injured after suffering gunshot wounds URL
ya,"france: 10 people dead after shooting at hq of satirical weekly newspaper #charliehebdo, according to witnesses URL"
ya,breaking: 10 reportedly shot dead at paris hq of french weekly charlie hebdo URL
ya,"breaking: at least 10 killed in shooting at french satirical newspaper charlie hebdo, paris prosecutor's office says. URL"
ya,eleven dead in shooting at paris offices of satirical magazine charlie hebdo – live updates URL
ya,breaking charlie hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for URL URL
ya,#charliehebdo - 11 dead including 2 police in paris shooting. photo @martinbureau1 #afp URL
ya,at least 11 dead in shooting at hq of #charliehebdo in #paris (police source) URL
ya,"11 confirmed dead, francois hollande to visit scene of attack - latest from paris: URL URL"
ya,charlie hebdo shooting latest: 12 dead and gunmen still at large URL URL
ya,"at least 12 killed in today's attack on satirical magazine #charliehebdo in paris, official says. URL"
ya,"update: 12 now confirmed dead in #charliehebdo attack in paris, @ap is reporting. story: URL (ap) URL"
ya,at least 12 dead in the paris shooting. updated story and background info: URL #charliehebdo URL
ya,stills from eyewitness video show two #charliehebdo attackers wearing hoods & black clothing shoot a wounded man URL
ya,paris manhunt: 3 #charliehebdo attackers with ak-47 rifles & reportedly rocket-propelled grenade still at large URL
ya,#update three men including two brothers identified in france newspaper attack: source URL #jesuischarlie #charliehebdo
ya,"two shot in paris, including traffic cop, as manhunt continues for #charliehebdo suspects URL URL"
ya,french police: said kouachi and cherif kouachi wanted in paris terror attack: URL URL
ya,"clarissa, 27 years old, police trainee of montrouge police in #france. victim of this morning's attack. via @_batou_ URL"
ya,police convoy and helicopters are rushing to scene to detain charlie hebdo massacre suspects URL URL
ya,"developing: police pursuing #charliehebdo shooting suspects, helicopters deployed - live feed: URL URL"
ya,"map shows industrial estate where 2 #charliehebdo suspects are holed up, surrounded by police URL URL"
ya,police have surrounded this building where the suspected #charliehebdo attackers are holed-up URL URL
ya,update - afp: an unnamed police source says the killing of the policewoman in #paris on thursday is linked to the #charliehebdo attack
ya,update - afp says gunman who has taken a hostage at kosher supermarket in paris believed to be suspect in killing of policewoman on thursday
ya,#breaking gunman in policewoman killing suspected in new paris hostage-taking: source
ya,#breaking - at least five hostages in paris kosher supermarket: (afp) URL #vincennes URL
ya,an 11-month old baby is among the hostages at the kosher supermarket in paris. unbearably sad. URL
ya,french police publishes photos of suspect in yesterday's montrouge shooting. maybe the same persons in kosher market URL
ya,"on israeli tv, an israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in paris. #jesuisjuif"
ya,"breaking: two hostage situations in france are linked, paris prosecutor says"
ya,#charliehebdo killers shot dead by police
ya,#breaking : both charlie hebdo suspects killed as police storm building (police sources) URL URL
ya,#breaking charlie hebdo gunmen's hostage freed and safe after police assault
ya,police taking people out of #paris grocery where hostages were being held. URL
ya,afp: suspected #charliehebdo gunmen have been killed
ya,reports: #charliehebdo suspects killed URL
ya,several hostages freed at jewish supermarket in paris. photo thomas samson #afp URL
ya,several hostages freed at jewish supermarket in paris. photo thomas samson #afp URL
ya,"hostage-taker in supermarket siege killed, reports say. #parisattacks URL URL"
ya,"just in: germanwings plane crashes in southern france, up to 150 feared dead URL"
ya,"#germanwings ""sorry to confirm"" 144 passengers & 6 crew on board flight #4u9525 when it crashed in french alps URL"
tidak,"the kissing islands, greenland. URL"
tidak,nasa recently released imagery showing the deforestation of america …in just 34 years. URL
tidak,florida couple arrested for selling fake real estate on the moon #wtf15 👉🏿👉 URL URL
tidak,"the kissing islands, greenland. URL"
tidak,florida man sips bud light as he walks down street in only shirt and shoes; says he lost pants and underwear at beach URL
tidak,what's lurking underneath that crispy crust? a kfc customer claims he got a fried rat: URL URL
tidak,"after police arrested #dylannroof, they went and bought him burger king because he was hungry. #charlestonshooting URL"
tidak,"after arrest, dylann roof was hungry. police bought him food from burger king. more details: URL URL"
tidak,this dad loved his family so much he got eye enlargement surgery so he could look at them more URL URL
tidak,breaking news campaign donations link top gop contenders to #dylannroof. #tedcruz returns $8k. URL URL
tidak,police chief says dylann roof was taken to burger king shortly after arrest URL
tidak,first black female gop @repmialove returning donations from alleged white supremacist URL URL
tidak,cops rewarded dylann storm roof with burger king following his arrest for an act of domestic terrorism. URL
tidak,"gop candidates, lawmakers return donations made by leader of racist group cited in dylann roof's manifesto: URL"
tidak,.@hillaryclinton not talking about ’92 clinton-gore confederate campaign button URL URL
tidak,cops who arrested dylann roof treated him to a burger king URL URL
tidak,"the kissing islands, greenland. URL"
tidak,cops bought burger king for dylann roof following his arrest URL URL
tidak,cops bought the alleged church shooter burger king hours after killings URL
tidak,police bought #dylannroof food from @burgerking after he was arrested for church shooting: URL URL
tidak,charleston church shooter dylann roof receives $4 million in donations from supporters - URL URL
ya,god put a rainbow over the white house 🌈 URL
ya,theres' a double rainbow over the white house URL
ya,theres' a double rainbow over the white house URL
ya,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL
ya,the @whitehouse is lit up like a rainbow! #lovewins URL
ya,white house lit in rainbow colors after today's historic supreme court ruling #scotusmarriage URL
ya,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL"
ya,breaking: the @whitehouse is celebrating with us tonight lit up in rainbow colors. #lovewins URL
ya,the white house bathed in rainbow #scotusgaymarriage URL
ya,the white house is lit up rainbow. URL
ya,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL
ya,white house is aglow in the colors of the rainbow celebrating the supreme court's same-sex marriage decision. URL
ya,look: @whitehouse lights up in rainbow colors to celebrate #scotus same-sex marriage ruling URL
ya,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL
ya,the @whitehouse is rainbow-colored tonight in celebration of scotus same-sex marriage ruling. URL URL
ya,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL"
ya,white house lit in rainbow colors after high court's gay marriage ruling (with photo) URL
ya,photo: white house lit in rainbow colors after high court's gay marriage ruling URL URL
ya,white house lit in rainbow colors after gay marriage ruling URL URL
ya,the white house is lit like a rainbow tonight in honor of the #scotusmarriage ruling. URL
ya,bro there's either a black president in a rainbow whitehouse or i'm having the best trip ever
ya,white house set aglow with rainbow pride URL | ap photo URL
ya,there will be cool photos of the white house w rainbow colors tonight but hard to top this one by chuck kennedy. URL
ya,the white house goes rainbow to celebrate supreme court marriage ruling URL URL
ya,"watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL"
ya,"there's a rainbow over the white house right now, just the same as when dublin had one the day ireland legalized URL"
ya,the white house tonight is illuminated in rainbow colors to honor and celebrate marriage equality. bravo! URL
ya,white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL
ya,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL
ya,live from the white house...in rainbow colors. hundreds of people...hundreds URL
ya,"""these colors celebrate a new chapter in the history of american civil rights."" #lovewins URL URL"
ya,the @whitehouse is lit up in a rainbow #lovewins URL
ya,the white house takes on rainbow hues in celebrating #scotusmarriage decision: URL URL
ya,"this is how the white house celebrated what obama called ""a victory for america."" #lovewins URL URL"
ya,"as sun goes down, white house lights up rainbow colors to celebrate scotus ruling: URL URL"
ya,white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL
ya,wow! what a way to end this historic day! URL #lovewins #loveislove #equalityforall #lgbt URL
ya,the white house is glowing with pride URL | ap photo URL
ya,white house set aglow with rainbow pride URL | ap photo URL
ya,see the white house light up as a rainbow to celebrate gay marriage URL URL
ya,the white house was lit up with rainbow lights to celebrate marriage equality: URL URL
tidak,breaking: south carolina to ban sale of tylenol. they fear picking of cotton from the bottles may represent slavery. URL
ya,"if they can light up the white house like a rainbow for gay pride, it sure as hell better be red, white & blue for independence day. merica."
ya,"if they can light up the white house like a rainbow, it sure as hell better be red, white & blue for independence day."
ya,.@whitehouse in rainbow colors for #scotusmarriage? here's what i think about that decision: URL
ya,valerie jarrett organized white house rainbow lights URL URL
ya,apologies if you've already seen a crow riding a bald eagle today. image: phoo chan story: URL URL
ya,"woah, nature. URL URL"
ya,"just a crow riding an eagle, nbd. URL URL"
ya,a crow tries to fight an eagle—gets a free ride instead: URL
tidak,"the kissing islands, greenland! URL"
tidak,girl killed in her sleep from wearing earbuds while iphone was charging - URL URL
tidak,family: @schwarzenegger's last act as governor stole justice from dead son. URL URL
tidak,jay z and beyoncé want to buy rights to the confederate flag: URL URL
ya,"obama 2008:""i support traditional marriage, christians vote for me"" obama 2015:""the white house is a rainbow. bring me my unicorn"" merica."
tidak,translucent butterfly - beautiful! ' URL
tidak,translucent butterfly - beautiful! URL
tidak,nasa confirms earth will experience 15 days of complete darkness in november 2015 - URL URL
tidak,while @cnn is talking about #irandeal nasa confirms earth will experience 15 days of darkness in november 2015 URL
tidak,in heaven chick-fil-a is open on sundays.
tidak,#wakeupamerica🇺🇸 who needs a #gun registry when #obama has all your personal information URL URL
ya,gay marriage ruling? white house in rainbow colors within hours. 4 murdered marines & a murdered sailor? 5 days to lower the flag. nice.
ya,obama; - hours to light up white house in rainbow colors for gay marriage. - 5 days to lower flag for dead marines. URL
tidak,nasa confirms earth will experience 15 days of complete darkness in november 2015 URL
tidak,this is how people in china are riding escalators after a horrific accident URL URL
tidak,this is how people in china are riding escalators after a horrific accident URL URL
tidak,this is how people in china are riding escalators after a horrific accident URL URL
tidak,this is how people in china are riding escalators after a horrific accident URL URL
tidak,translucent butterfly - beautiful! ' URL
tidak,did a real life 'fallen angel' just fall from the sky in london? ‼️‼️ 👉 URL 👈 URL
tidak,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL
tidak,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL
tidak,this is how people in china are riding escalators after a horrific accident URL URL
tidak,"sylvester stallone was so broke before his script for rocky was accepted that he sold his dog for $25. after he bought it back for $15,000."
ya,whole foods' $6 asparagus water is just water with three stalks of asparagus in it URL URL
ya,whole foods tests the limits of yuppie diet fads with new $6 asparagus water - URL URL
ya,whole foods' selling asparagus water is a sign the end times are near URL URL
ya,"whole foods called out for selling $6 ""asparagus water,"" water with stalks of asparagus in it URL URL"
tidak,a russian laboratory has invented a way to remove the black skin layer of black people URL
tidak,chick-fil-a to open on sundays URL
tidak,did a real life 'fallen angel' just fall from the sky in london? URL
ya,trayvon martin at space camp in florida. #blacklivesmatter URL
tidak,obese woman arrested for starving her 7 kids: “there was only enough food for me” URL URL
tidak,cnn/orc poll: donald trump now competitive in general election URL via @jennagiesta URL
tidak,a new cnn/orc poll finds @hillaryclinton ahead of @realdonaldtrump by just 6 points URL URL
tidak,new seaworld show just elephant drowning in large tank of water with no explanation URL URL
tidak,translucent butterfly URL
tidak,marilyn monroe and james dean smoking in new york city URL
tidak,'great pacific garbage patch' researchers return with data URL URL
tidak,actor james earl jones is not dead: URL URL
tidak,ben carson: what happened to blacks during slavery is why i am pro-life on abortion today URL URL
tidak,woman stabs boyfriend for not liking instagram selfie fast enough URL URL
tidak,sanders closes to 7 points behind clinton in new iowa poll. URL URL
tidak,"obese woman arrested for starving her 7 kids: ""there was only enough food for me"" URL URL"
tidak,"in celebrity death hoax news, james earl jones is not dead. URL URL"
tidak,"10,000 refugees expected in austria today, per the red cross. about 20 percent are sick or injured. URL"
tidak,did you know that microsoft actually uses dog noses for thumbsticks on the gamecube controller? URL
ya,"judy carne, ""laugh-in’s"" ""sock it to me"" girl, dies at 76 URL URL"
tidak,"happy ""$15 minimum wage"" labor day from mcdonalds URL"
ya,"judy carne, ‘sock it to me girl’ on ‘laugh-in,’ dies at 76 URL"
tidak,#imachristianbut i wish chick-fil-a was open on sundays.
tidak,"happy ""$15 minimum wage"" labor day from mcdonalds URL"
tidak,translucent butterfly - beautiful! URL
tidak,kim davis angers 'eye of the tiger' creator after using song at prison release URL
ya,alert! islam taught in tennessee schools URL #wakeupamerica #tcot #wethepeople #pjnet #ccot URL
tidak,".@berniesanders says @realdonaldtrump is ""using racism as a way to attract votes"" #bernieoncnn URL URL"
tidak,poll: @hillaryclinton's lead over @berniesanders shrinks as her edge over gop vanishes URL URL
tidak,the stickers on fruit are edible.
ya,#wakeupamerica heads need to roll! school forcing non-muslims to praise islam URL #bansharia URL
tidak,unreal: watch what happens when desperate muslim refugees are offered red cross food URL URL
tidak,and so it begins…isis flag among refugees in germany fighting the police [pictures] URL URL
tidak,isis flag among refugees in germany fighting the police .. URL #norefugees #rebootliberty URL
tidak,"greek customs captured containers of weapons and ammunition going to refugee camps in europe as ""plastic furniture"" URL"
tidak,dna confirms hakeem from ‘empire’ is jay-z's biological son [read details👇👇👇👇👇🏾👇🏿 URL URL
tidak,"#bulgaria finds 10,000 #fake passports hidden by #muslim refugees heading for #germany passports for #terrorists URL"
tidak,latest starving 'refugees' from #syria . these guys look like friggin soldiers to me! URL
tidak,"new cnn/wmur nh democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2 sept. 17-23, 314 d voters, +/-5.5%"
tidak,new cnn democratic poll: bernie sanders 46 hillary clinton 30 joe biden 14 martin o'malley 2
tidak,"poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL"
tidak,alert: don't fall for this new facebook scam URL URL
tidak,"poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL"
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
ya,"pope francis’ meeting wasn’t an endorsement of kim davis, vatican says URL"
ya,"breaking news: pope francis’ encounter with kim davis wasn’t an endorsement of her views, the vatican says. URL"
ya,vatican says #kimdavis' meeting w/ #popefrancis 'should not be considered a form of support.' URL URL
ya,"vatican official says there is ""a sense of regret"" that pope francis met with kim davis: URL URL"
ya,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL
ya,the vatican insists pope francis’ encounter with kim davis was not endorsement of her views URL URL
ya,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL
ya,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL
ya,pope francis expected to fire the archbishop who tricked him into meeting kim davis URL
tidak,el chapo puts $100 million bounty on donald trump...dead or alive! URL
tidak,"help the red cross provide food, water & cots for refugees across europe. URL   #aidrefugees URL"
tidak,ben carson is the most brainless brain surgeon in america. my new column: URL
tidak,"donald trump's capture, dead or alive, is reportedly worth $100 million to el chapo. URL URL"
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,.@realdonaldtrump: what's the secret of my popularity? my looks. i'm very handsome. URL URL
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,".@hillaryclinton is ahead of @berniesanders by 19 percentage points, in a new cbs news poll released sunday. URL"
tidak,hey @cnnpolitics @cnn where did this poll go? apparantly a lot of people like @berniesanders. you should report that URL
tidak,today @cnn removed a debate poll where over 80% were for @berniesanders #demdebate #clintonnewsnetwork URL
tidak,colorado mcdonald’s offers first marijuana friendly smoking section in restaurant - URL
tidak,poll: @hillaryclinton pulls even with @berniesanders in new hampshire after debate URL URL
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"cnn/orc poll: clinton did best in 1st dem debate, but only sanders significantly increased support in past month. URL"
tidak,"no, internet, cnn did not delete its poll showing bernie sanders won the democratic debate. URL URL"
tidak,10 'back to the future' predictions that actually came true URL URL
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL"
tidak,10 'back to the future' predictions that came true URL URL
tidak,great scott! #backtothefuture 2 (almost) nailed its 2015 predictions. @hplabs makes theirs: URL URL
tidak,"#backtothefuture fans, it's october 21, 2015 — the future is finally here! URL URL"
tidak,happy #backtothefuture day! how did 'back to the future: part ii' score on 2015 predictions? URL URL
tidak,10 'back to the future' predictions that came true URL URL
tidak,the 5 most accurate predictions from the decade-jumping adventures in #backtothefuture: URL URL
tidak,10 'back to the future' predictions that came true URL URL
tidak,correct predictions in back to the future ii URL
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL"
tidak,4 legged chickens: fda confiscates several thousand chickens from kfc farms as mutations worsen URL
tidak,"the father of steve jobs, the founder of apple, was a refugee from syria URL URL"
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"#opkkk: #anonymous to reveal identities of 1,000 ku klux klan members URL URL"
tidak,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL
tidak,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL
tidak,calling #anonymous collective to fire at all #kkk & affiliated sources on nov 16. URL #opkkk #hoodsoff retweet/share
tidak,"►#anonymous operation #kkk ►ku klux klan, we never stopped watching you URL #opkkk #hoodsoff URL"
tidak,breaking news here oooof #hoodsoff #opkkk #anonops #anonymous #anonfamily #kkk #racism URL
tidak,"anonymous to kkk: you can hood, but you can't hide. #opkkk #hoodsoff URL"
tidak,mayors flatly deny klan membership after #anonymous releases names online URL #opkkk #hoodsoff URL
tidak,anonymous #opkkk the hoods come off begins with united states senators & mayors URL #hoodsoff URL
tidak,'hoods off': anonymous announces operation to name kkk members URL #opkkk
tidak,holy shit. rupert murdoch just killed national geographic. URL
tidak,hackers from anonymous say they're set to expose hundreds of kkk members URL #opkkk URL
tidak,"rt @operation_kkk: official #opkkk #hoodsoff 2015 data release URL with love, anonymous . URL"
tidak,#opkkk releases 500+ names and reveals unexpected #plottwist URL URL
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,michelle obama says ‘white folks’ are what’s wrong with america URL no michelle you are whats wrong with america
tidak,people are enraged that starbucks' red cups aren't christmas-y enough URL URL
tidak,for everyone who thinks starbucks red cups are ruining christmas URL URL
tidak,"donald trump defends christmas, says ""maybe we should boycott starbucks"" over new red cups: URL URL"
tidak,"solo cups have been red for decades. if starbucks was taking a shot at christmas, solo shot first."
tidak,"mysterious creature discovered in california, everyone naturally cries alien: URL URL"
tidak,"breaking: 1st load of 10,000 syrian refugees arrived in new orleans URL #makeamericagreatagain URL"
tidak,"first load of 10,000 syrian refugees has arrived in new orleans, being resettled unbeknownst to locals #tcot URL"
tidak,"ironic timing – today first load of 10,000 syrian “refugees” has arrived in new orleans –… URL URL"
tidak,"today first load of obama's 10,000 syrian “refugees” has arrived in new orleans – all single males 18-30 years old URL"
tidak,"first 10,000 syrian refugees arrive in new orleans noticed there are no women or children @realdonaldtrump #tcot URL"
